Branch,Client,balance_account,balance
21875,87194,3317,83355648.89
21876,87195,3317,83370592.48
21877,87196,3317,83385536.06
21878,87197,3317,83400479.65
21879,87198,3317,83415423.23
21880,87199,3317,83430366.82
21881,87200,3317,83445310.4
21882,87201,3317,83460253.98
21883,87202,3317,83475197.57
21884,87203,3317,83490141.15
21885,87204,3317,83505084.74
21886,87205,3317,83520028.32
21887,87206,3317,83534971.91
21888,87207,3317,83549915.49
21889,87208,3317,83564859.08
21890,87209,3317,83579802.66
21891,87210,3317,83594746.24
21892,87211,3317,83609689.83
21893,87212,3317,83624633.41
21894,87213,3317,83639577
21895,87214,3317,83654520.58
21896,87215,3317,83669464.17
21897,87216,3317,83684407.75
21898,87217,3317,83699351.34
21899,87218,3317,83714294.92
21900,87219,3317,83729238.5
21901,87220,3317,83744182.09
21902,87221,3317,83759125.67
21903,87222,3317,83774069.26
21904,87223,3317,83789012.84
21905,87224,3317,83803956.43
21906,87225,3317,83818900.01
21907,87226,3317,83833843.6
21908,87227,3317,83848787.18
21909,87228,3317,83863730.76
21910,87229,3317,83878674.35
21911,87230,3317,83893617.93
21912,87231,3317,83908561.52
21913,87232,3317,83923505.1
21914,87233,3317,83938448.69
21915,87234,3317,83953392.27
21916,87235,3317,83968335.86
21917,87236,3317,83983279.44
21918,87237,3317,83998223.02
21919,87238,3317,84013166.61
21920,87239,3317,84028110.19
21921,87240,3317,84043053.78
21922,87241,3317,84057997.36
21923,87242,3317,84072940.95
21924,87243,3317,84087884.53
21925,87244,3317,84102828.12
21926,87245,3317,84117771.7
21927,87246,3317,84132715.28
21928,87247,3317,84147658.87
21929,87248,3317,84162602.45
21930,87249,3317,84177546.04
21931,87250,3317,84192489.62
21932,87251,3317,84207433.21
21933,87252,3317,84222376.79
21934,87253,3317,84237320.38
21935,87254,3317,84252263.96
21936,87255,3317,84267207.55
21937,87256,3317,84282151.13
21938,87257,3317,84297094.71
21939,87258,3317,84312038.3
21940,87259,3317,84326981.88
21941,87260,3317,84341925.47
21942,87261,3317,84356869.05
21943,87262,3317,84371812.64
21944,87263,3317,84386756.22
21945,87264,3317,84401699.81
21946,87265,3317,84416643.39
21947,87266,3317,84431586.97
21948,87267,3317,84446530.56
21949,87268,3317,84461474.14
21950,87269,3317,84476417.73
21951,87270,3317,84491361.31
21952,87271,3317,84506304.9
21953,87272,3317,84521248.48
21954,87273,3317,84536192.07
21955,87274,3317,84551135.65
21956,87275,3317,84566079.23
21957,87276,3317,84581022.82
21958,87277,3317,84595966.4
21959,87278,3317,84610909.99
21960,87279,3317,84625853.57
21961,87280,3317,84640797.16
21962,87281,3317,84655740.74
21963,87282,3317,84670684.33
21964,87283,3317,84685627.91
21965,87284,3317,84700571.49
21966,87285,3317,84715515.08
21967,87286,3317,84730458.66
21968,87287,3317,84745402.25
21969,87288,3317,84760345.83
21970,87289,3317,84775289.42
21971,87290,3317,84790233
21972,87291,3317,84805176.59
21973,87292,3317,84820120.17
21974,87293,3317,84835063.75
21975,87294,3317,84850007.34
21976,87295,3317,84864950.92
21977,87296,3317,84879894.51
21978,87297,3317,84894838.09
21979,87298,3317,84909781.68
21980,87299,3317,84924725.26
21981,87300,3317,84939668.85
21982,87301,3317,84954612.43
21983,87302,3317,84969556.01
21984,87303,3317,84984499.6
21985,87304,3317,84999443.18
21986,87305,3317,85014386.77
21987,87306,3317,85029330.35
21988,87307,3317,85044273.94
21989,87308,3317,85059217.52
21990,87309,3317,85074161.11
21991,87310,3317,85089104.69
21992,87311,3317,85104048.27
21993,87312,3317,85118991.86
21994,87313,3317,85133935.44
21995,87314,3317,85148879.03
21996,87315,3317,85163822.61
21997,87316,3317,85178766.2
21998,87317,3317,85193709.78
21999,87318,3317,85208653.37
22000,87319,3317,85223596.95
22001,87320,3317,85238540.53
22002,87321,3317,85253484.12
22003,87322,3317,85268427.7
22004,87323,3317,85283371.29
22005,87324,3317,85298314.87
22006,87325,3317,85313258.46
22007,87326,3317,85328202.04
22008,87327,3317,85343145.63
22009,87328,3317,85358089.21
22010,87329,3317,85373032.79
22011,87330,3317,85387976.38
22012,87331,3317,85402919.96
22013,87332,3317,85417863.55
22014,87333,3317,85432807.13
22015,87334,3317,85447750.72
22016,87335,3317,85462694.3
22017,87336,3317,85477637.89
22018,87337,3317,85492581.47
22019,87338,3317,85507525.05
22020,87339,3317,85522468.64
22021,87340,3317,85537412.22
22022,87341,3317,85552355.81
22023,87342,3317,85567299.39
22024,87343,3317,85582242.98
22025,87344,3317,85597186.56
22026,87345,3317,85612130.15
22027,87346,3317,85627073.73
22028,87347,3317,85642017.31
22029,87348,3317,85656960.9
22030,87349,3317,85671904.48
22031,87350,3317,85686848.07
22032,87351,3317,85701791.65
22033,87352,3317,85716735.24
22034,87353,3317,85731678.82
22035,87354,3317,85746622.41
22036,87355,3317,85761565.99
22037,87356,3317,85776509.57
22038,87357,3317,85791453.16
22039,87358,3317,85806396.74
22040,87359,3317,85821340.33
22041,87360,3317,85836283.91
22042,87361,3317,85851227.5
22043,87362,3317,85866171.08
22044,87363,3317,85881114.67
22045,87364,3317,85896058.25
22046,87365,3317,85911001.83
22047,87366,3317,85925945.42
22048,87367,3317,85940889
22049,87368,3317,85955832.59
22050,87369,3317,85970776.17
22051,87370,3317,85985719.76
22052,87371,3317,86000663.34
22053,87372,3317,86015606.93
22054,87373,3317,86030550.51
22055,87374,3317,86045494.09
22056,87375,3317,86060437.68
22057,87376,3317,86075381.26
22058,87377,3317,86090324.85
22059,87378,3317,86105268.43
22060,87379,3317,86120212.02
22061,87380,3317,86135155.6
22062,87381,3317,86150099.19
22063,87382,3317,86165042.77
22064,87383,3317,86179986.35
22065,87384,3317,86194929.94
22066,87385,3317,86209873.52
22067,87386,3317,86224817.11
22068,87387,3317,86239760.69
22069,87388,3317,86254704.28
22070,87389,3317,86269647.86
22071,87390,3317,86284591.45
22072,87391,3317,86299535.03
22073,87392,3317,86314478.61
22074,87393,3317,86329422.2
22075,87394,3317,86344365.78
22076,87395,3317,86359309.37
22077,87396,3317,86374252.95
22078,87397,3317,86389196.54
22079,87398,3317,86404140.12
22080,87399,3317,86419083.71
22081,87400,3317,86434027.29
22082,87401,3317,86448970.87
22083,87402,3317,86463914.46
22084,87403,3317,86478858.04
22085,87404,3317,86493801.63
22086,87405,3317,86508745.21
22087,87406,3317,86523688.8
22088,87407,3317,86538632.38
22089,87408,3317,86553575.97
22090,87409,3317,86568519.55
22091,87410,3317,86583463.13
22092,87411,3317,86598406.72
22093,87412,3317,86613350.3
22094,87413,3317,86628293.89
22095,87414,3317,86643237.47
22096,87415,3317,86658181.06
22097,87416,3317,86673124.64
22098,87417,3317,86688068.23
22099,87418,3317,86703011.81
22100,87419,3317,86717955.4
22101,87420,3317,86732898.98
22102,87421,3317,86747842.56
22103,87422,3317,86762786.15
22104,87423,3317,86777729.73
22105,87424,3317,86792673.32
22106,87425,3317,86807616.9
22107,87426,3317,86822560.49
22108,87427,3317,86837504.07
22109,87428,3317,86852447.66
22110,87429,3317,86867391.24
22111,87430,3317,86882334.82
22112,87431,3317,86897278.41
22113,87432,3317,86912221.99
22114,87433,3317,86927165.58
22115,87434,3317,86942109.16
22116,87435,3317,86957052.75
22117,87436,3317,86971996.33
22118,87437,3317,86986939.92
22119,87438,3317,87001883.5
22120,87439,3317,87016827.08
22121,87440,3317,87031770.67
22122,87441,3317,87046714.25
22123,87442,3317,87061657.84
22124,87443,3317,87076601.42
22125,87444,3317,87091545.01
22126,87445,3317,87106488.59
22127,87446,3317,87121432.18
22128,87447,3317,87136375.76
22129,87448,3317,87151319.34
22130,87449,3317,87166262.93
22131,87450,3317,87181206.51
22132,87451,3317,87196150.1
22133,87452,3317,87211093.68
22134,87453,3317,87226037.27
22135,87454,3317,87240980.85
22136,87455,3317,87255924.44
22137,87456,3317,87270868.02
22138,87457,3317,87285811.6
22139,87458,3317,87300755.19
22140,87459,3317,87315698.77
22141,87460,3317,87330642.36
22142,87461,3317,87345585.94
22143,87462,3317,87360529.53
22144,87463,3317,87375473.11
22145,87464,3317,87390416.7
22146,87465,3317,87405360.28
22147,87466,3317,87420303.86
22148,87467,3317,87435247.45
22149,87468,3317,87450191.03
22150,87469,3317,87465134.62
22151,87470,3317,87480078.2
22152,87471,3317,87495021.79
22153,87472,3317,87509965.37
22154,87473,3317,87524908.96
22155,87474,3317,87539852.54
22156,87475,3317,87554796.12
22157,87476,3317,87569739.71
22158,87477,3317,87584683.29
22159,87478,3317,87599626.88
22160,87479,3317,87614570.46
22161,87480,3317,87629514.05
22162,87481,3317,87644457.63
22163,87482,3317,87659401.22
22164,87483,3317,87674344.8
22165,87484,3317,87689288.38
22166,87485,3317,87704231.97
22167,87486,3317,87719175.55
22168,87487,3317,87734119.14
22169,87488,3317,87749062.72
22170,87489,3317,87764006.31
22171,87490,3317,87778949.89
22172,87491,3317,87793893.48
22173,87492,3317,87808837.06
22174,87493,3317,87823780.64
22175,87494,3317,87838724.23
22176,87495,3317,87853667.81
22177,87496,3317,87868611.4
22178,87497,3317,87883554.98
22179,87498,3317,87898498.57
22180,87499,3317,87913442.15
22181,87500,3317,87928385.74
22182,87501,3317,87943329.32
22183,87502,3317,87958272.9
22184,87503,3317,87973216.49
22185,87504,3317,87988160.07
22186,87505,3317,88003103.66
22187,87506,3317,88018047.24
22188,87507,3317,88032990.83
22189,87508,3317,88047934.41
22190,87509,3317,88062878
22191,87510,3317,88077821.58
22192,87511,3317,88092765.16
22193,87512,3317,88107708.75
22194,87513,3317,88122652.33
22195,87514,3317,88137595.92
22196,87515,3317,88152539.5
22197,87516,3317,88167483.09
22198,87517,3317,88182426.67
22199,87518,3317,88197370.26
22200,87519,3317,88212313.84
22201,87520,3317,88227257.42
22202,87521,3317,88242201.01
22203,87522,3317,88257144.59
22204,87523,3317,88272088.18
22205,87524,3317,88287031.76
22206,87525,3317,88301975.35
22207,87526,3317,88316918.93
22208,87527,3317,88331862.52
22209,87528,3317,88346806.1
22210,87529,3317,88361749.68
22211,87530,3317,88376693.27
22212,87531,3317,88391636.85
22213,87532,3317,88406580.44
22214,87533,3317,88421524.02
22215,87534,3317,88436467.61
22216,87535,3317,88451411.19
22217,87536,3317,88466354.78
22218,87537,3317,88481298.36
22219,87538,3317,88496241.94
22220,87539,3317,88511185.53
22221,87540,3317,88526129.11
22222,87541,3317,88541072.7
22223,87542,3317,88556016.28
22224,87543,3317,88570959.87
22225,87544,3317,88585903.45
22226,87545,3317,88600847.04
22227,87546,3317,88615790.62
22228,87547,3317,88630734.2
22229,87548,3317,88645677.79
22230,87549,3317,88660621.37
22231,87550,3317,88675564.96
22232,87551,3317,88690508.54
22233,87552,3317,88705452.13
22234,87553,3317,88720395.71
22235,87554,3317,88735339.3
22236,87555,3317,88750282.88
22237,87556,3317,88765226.46
22238,87557,3317,88780170.05
22239,87558,3317,88795113.63
22240,87559,3317,88810057.22
22241,87560,3317,88825000.8
22242,87561,3317,88839944.39
22243,87562,3317,88854887.97
22244,87563,3317,88869831.56
22245,87564,3317,88884775.14
22246,87565,3317,88899718.72
22247,87566,3317,88914662.31
22248,87567,3317,88929605.89
22249,87568,3317,88944549.48
22250,87569,3317,88959493.06
22251,87570,3317,88974436.65
22252,87571,3317,88989380.23
22253,87572,3317,89004323.82
22254,87573,3317,89019267.4
22255,87574,3317,89034210.98
22256,87575,3317,89049154.57
22257,87576,3317,89064098.15
22258,87577,3317,89079041.74
22259,87578,3317,89093985.32
22260,87579,3317,89108928.91
22261,87580,3317,89123872.49
22262,87581,3317,89138816.08
22263,87582,3317,89153759.66
22264,87583,3317,89168703.25
22265,87584,3317,89183646.83
22266,87585,3317,89198590.41
22267,87586,3317,89213534
22268,87587,3317,89228477.58
22269,87588,3317,89243421.17
22270,87589,3317,89258364.75
22271,87590,3317,89273308.34
22272,87591,3317,89288251.92
22273,87592,3317,89303195.51
22274,87593,3317,89318139.09
22275,87594,3317,89333082.67
22276,87595,3317,89348026.26
22277,87596,3317,89362969.84
22278,87597,3317,89377913.43
22279,87598,3317,89392857.01
22280,87599,3317,89407800.6
22281,87600,3317,89422744.18
22282,87601,3317,89437687.77
22283,87602,3317,89452631.35
22284,87603,3317,89467574.93
22285,87604,3317,89482518.52
22286,87605,3317,89497462.1
22287,87606,3317,89512405.69
22288,87607,3317,89527349.27
22289,87608,3317,89542292.86
22290,87609,3317,89557236.44
22291,87610,3317,89572180.03
22292,87611,3317,89587123.61
22293,87612,3317,89602067.19
22294,87613,3317,89617010.78
22295,87614,3317,89631954.36
22296,87615,3317,89646897.95
22297,87616,3317,89661841.53
22298,87617,3317,89676785.12
22299,87618,3317,89691728.7
22300,87619,3317,89706672.29
22301,87620,3317,89721615.87
22302,87621,3317,89736559.45
22303,87622,3317,89751503.04
22304,87623,3317,89766446.62
22305,87624,3317,89781390.21
22306,87625,3317,89796333.79
22307,87626,3317,89811277.38
22308,87627,3317,89826220.96
22309,87628,3317,89841164.55
22310,87629,3317,89856108.13
22311,87630,3317,89871051.71
22312,87631,3317,89885995.3
22313,87632,3317,89900938.88
22314,87633,3317,89915882.47
22315,87634,3317,89930826.05
22316,87635,3317,89945769.64
22317,87636,3317,89960713.22
22318,87637,3317,89975656.81
22319,87638,3317,89990600.39
22320,87639,3317,90005543.97
22321,87640,3317,90020487.56
22322,87641,3317,90035431.14
22323,87642,3317,90050374.73
22324,87643,3317,90065318.31
22325,87644,3317,90080261.9
22326,87645,3317,90095205.48
22327,87646,3317,90110149.07
22328,87647,3317,90125092.65
22329,87648,3317,90140036.23
22330,87649,3317,90154979.82
22331,87650,3317,90169923.4
22332,87651,3317,90184866.99
22333,87652,3317,90199810.57
22334,87653,3317,90214754.16
22335,87654,3317,90229697.74
22336,87655,3317,90244641.33
22337,87656,3317,90259584.91
22338,87657,3317,90274528.49
22339,87658,3317,90289472.08
22340,87659,3317,90304415.66
22341,87660,3317,90319359.25
22342,87661,3317,90334302.83
22343,87662,3317,90349246.42
22344,87663,3317,90364190
22345,87664,3317,90379133.59
22346,87665,3317,90394077.17
22347,87666,3317,90409020.75
22348,87667,3317,90423964.34
22349,87668,3317,90438907.92
22350,87669,3317,90453851.51
22351,87670,3317,90468795.09
22352,87671,3317,90483738.68
22353,87672,3317,90498682.26
22354,87673,3317,90513625.85
22355,87674,3317,90528569.43
22356,87675,3317,90543513.01
22357,87676,3317,90558456.6
22358,87677,3317,90573400.18
22359,87678,3317,90588343.77
22360,87679,3317,90603287.35
22361,87680,3317,90618230.94
22362,87681,3317,90633174.52
22363,87682,3317,90648118.11
22364,87683,3317,90663061.69
22365,87684,3317,90678005.27
22366,87685,3317,90692948.86
22367,87686,3317,90707892.44
22368,87687,3317,90722836.03
22369,87688,3317,90737779.61
22370,87689,3317,90752723.2
22371,87690,3317,90767666.78
22372,87691,3317,90782610.37
22373,87692,3317,90797553.95
22374,87693,3317,90812497.53
22375,87694,3317,90827441.12
22376,87695,3317,90842384.7
22377,87696,3317,90857328.29
22378,87697,3317,90872271.87
22379,87698,3317,90887215.46
22380,87699,3317,90902159.04
22381,87700,3317,90917102.63
22382,87701,3317,90932046.21
22383,87702,3317,90946989.79
22384,87703,3317,90961933.38
22385,87704,3317,90976876.96
22386,87705,3317,90991820.55
22387,87706,3317,91006764.13
22388,87707,3317,91021707.72
22389,87708,3317,91036651.3
22390,87709,3317,91051594.89
22391,87710,3317,91066538.47
22392,87711,3317,91081482.05
22393,87712,3317,91096425.64
22394,87713,3317,91111369.22
22395,87714,3317,91126312.81
22396,87715,3317,91141256.39
22397,87716,3317,91156199.98
22398,87717,3317,91171143.56
22399,87718,3317,91186087.15
22400,87719,3317,91201030.73
22401,87720,3317,91215974.31
22402,87721,3317,91230917.9
22403,87722,3317,91245861.48
22404,87723,3317,91260805.07
22405,87724,3317,91275748.65
22406,87725,3317,91290692.24
22407,87726,3317,91305635.82
22408,87727,3317,91320579.41
22409,87728,3317,91335522.99
22410,87729,3317,91350466.57
22411,87730,3317,91365410.16
22412,87731,3317,91380353.74
22413,87732,3317,91395297.33
22414,87733,3317,91410240.91
22415,87734,3317,91425184.5
22416,87735,3317,91440128.08
22417,87736,3317,91455071.67
22418,87737,3317,91470015.25
22419,87738,3317,91484958.83
22420,87739,3317,91499902.42
22421,87740,3317,91514846
22422,87741,3317,91529789.59
22423,87742,3317,91544733.17
22424,87743,3317,91559676.76
22425,87744,3317,91574620.34
22426,87745,3317,91589563.93
22427,87746,3317,91604507.51
22428,87747,3317,91619451.1
22429,87748,3317,91634394.68
22430,87749,3317,91649338.26
22431,87750,3317,91664281.85
22432,87751,3317,91679225.43
22433,87752,3317,91694169.02
22434,87753,3317,91709112.6
22435,87754,3317,91724056.19
22436,87755,3317,91738999.77
22437,87756,3317,91753943.36
22438,87757,3317,91768886.94
22439,87758,3317,91783830.52
22440,87759,3317,91798774.11
22441,87760,3317,91813717.69
22442,87761,3317,91828661.28
22443,87762,3317,91843604.86
22444,87763,3317,91858548.45
22445,87764,3317,91873492.03
22446,87765,3317,91888435.62
22447,87766,3317,91903379.2
22448,87767,3317,91918322.78
22449,87768,3317,91933266.37
22450,87769,3317,91948209.95
22451,87770,3317,91963153.54
22452,87771,3317,91978097.12
22453,87772,3317,91993040.71
22454,87773,3317,92007984.29
22455,87774,3317,92022927.88
22456,87775,3317,92037871.46
22457,87776,3317,92052815.04
22458,87777,3317,92067758.63
22459,87778,3317,92082702.21
22460,87779,3317,92097645.8
22461,87780,3317,92112589.38
22462,87781,3317,92127532.97
22463,87782,3317,92142476.55
22464,87783,3317,92157420.14
22465,87784,3317,92172363.72
22466,87785,3317,92187307.3
22467,87786,3317,92202250.89
22468,87787,3317,92217194.47
22469,87788,3317,92232138.06
22470,87789,3317,92247081.64
22471,87790,3317,92262025.23
22472,87791,3317,92276968.81
22473,87792,3317,92291912.4
22474,87793,3317,92306855.98
22475,87794,3317,92321799.56
22476,87795,3317,92336743.15
22477,87796,3317,92351686.73
22478,87797,3317,92366630.32
22479,87798,3317,92381573.9
22480,87799,3317,92396517.49
22481,87800,3317,92411461.07
22482,87801,3317,92426404.66
22483,87802,3317,92441348.24
22484,87803,3317,92456291.82
22485,87804,3317,92471235.41
22486,87805,3317,92486178.99
22487,87806,3317,92501122.58
22488,87807,3317,92516066.16
22489,87808,3317,92531009.75
22490,87809,3317,92545953.33
22491,87810,3317,92560896.92
22492,87811,3317,92575840.5
22493,87812,3317,92590784.08
22494,87813,3317,92605727.67
22495,87814,3317,92620671.25
22496,87815,3317,92635614.84
22497,87816,3317,92650558.42
22498,87817,3317,92665502.01
22499,87818,3317,92680445.59
22500,87819,3317,92695389.18
22501,87820,3317,92710332.76
22502,87821,3317,92725276.34
22503,87822,3317,92740219.93
22504,87823,3317,92755163.51
22505,87824,3317,92770107.1
22506,87825,3317,92785050.68
22507,87826,3317,92799994.27
22508,87827,3317,92814937.85
22509,87828,3317,92829881.44
22510,87829,3317,92844825.02
22511,87830,3317,92859768.6
22512,87831,3317,92874712.19
22513,87832,3317,92889655.77
22514,87833,3317,92904599.36
22515,87834,3317,92919542.94
22516,87835,3317,92934486.53
22517,87836,3317,92949430.11
22518,87837,3317,92964373.7
22519,87838,3317,92979317.28
22520,87839,3317,92994260.86
22521,87840,3317,93009204.45
22522,87841,3317,93024148.03
22523,87842,3317,93039091.62
22524,87843,3317,93054035.2
22525,87844,3317,93068978.79
22526,87845,3317,93083922.37
22527,87846,3317,93098865.96
22528,87847,3317,93113809.54
22529,87848,3317,93128753.12
22530,87849,3317,93143696.71
22531,87850,3317,93158640.29
22532,87851,3317,93173583.88
22533,87852,3317,93188527.46
22534,87853,3317,93203471.05
22535,87854,3317,93218414.63
22536,87855,3317,93233358.22
22537,87856,3317,93248301.8
22538,87857,3317,93263245.38
22539,87858,3317,93278188.97
22540,87859,3317,93293132.55
22541,87860,3317,93308076.14
22542,87861,3317,93323019.72
22543,87862,3317,93337963.31
22544,87863,3317,93352906.89
22545,87864,3317,93367850.48
22546,87865,3317,93382794.06
22547,87866,3317,93397737.64
22548,87867,3317,93412681.23
22549,87868,3317,93427624.81
22550,87869,3317,93442568.4
22551,87870,3317,93457511.98
22552,87871,3317,93472455.57
22553,87872,3317,93487399.15
22554,87873,3317,93502342.74
22555,87874,3317,93517286.32
22556,87875,3317,93532229.9
22557,87876,3317,93547173.49
22558,87877,3317,93562117.07
22559,87878,3317,93577060.66
22560,87879,3317,93592004.24
22561,87880,3317,93606947.83
22562,87881,3317,93621891.41
22563,87882,3317,93636835
22564,87883,3317,93651778.58
22565,87884,3317,93666722.16
22566,87885,3317,93681665.75
22567,87886,3317,93696609.33
22568,87887,3317,93711552.92
22569,87888,3317,93726496.5
22570,87889,3317,93741440.09
22571,87890,3317,93756383.67
22572,87891,3317,93771327.26
22573,87892,3317,93786270.84
22574,87893,3317,93801214.42
22575,87894,3317,93816158.01
22576,87895,3317,93831101.59
22577,87896,3317,93846045.18
22578,87897,3317,93860988.76
22579,87898,3317,93875932.35
22580,87899,3317,93890875.93
22581,87900,3317,93905819.52
22582,87901,3317,93920763.1
22583,87902,3317,93935706.69
22584,87903,3317,93950650.27
22585,87904,3317,93965593.85
22586,87905,3317,93980537.44
22587,87906,3317,93995481.02
22588,87907,3317,94010424.61
22589,87908,3317,94025368.19
22590,87909,3317,94040311.78
22591,87910,3317,94055255.36
22592,87911,3317,94070198.95
22593,87912,3317,94085142.53
22594,87913,3317,94100086.11
22595,87914,3317,94115029.7
22596,87915,3317,94129973.28
22597,87916,3317,94144916.87
22598,87917,3317,94159860.45
22599,87918,3317,94174804.04
22600,87919,3317,94189747.62
22601,87920,3317,94204691.21
22602,87921,3317,94219634.79
22603,87922,3317,94234578.37
22604,87923,3317,94249521.96
22605,87924,3317,94264465.54
22606,87925,3317,94279409.13
22607,87926,3317,94294352.71
22608,87927,3317,94309296.3
22609,87928,3317,94324239.88
22610,87929,3317,94339183.47
22611,87930,3317,94354127.05
22612,87931,3317,94369070.63
22613,87932,3317,94384014.22
22614,87933,3317,94398957.8
22615,87934,3317,94413901.39
22616,87935,3317,94428844.97
22617,87936,3317,94443788.56
22618,87937,3317,94458732.14
22619,87938,3317,94473675.73
22620,87939,3317,94488619.31
22621,87940,3317,94503562.89
22622,87941,3317,94518506.48
22623,87942,3317,94533450.06
22624,87943,3317,94548393.65
22625,87944,3317,94563337.23
22626,87945,3317,94578280.82
22627,87946,3317,94593224.4
22628,87947,3317,94608167.99
22629,87948,3317,94623111.57
22630,87949,3317,94638055.15
22631,87950,3317,94652998.74
22632,87951,3317,94667942.32
22633,87952,3317,94682885.91
22634,87953,3317,94697829.49
22635,87954,3317,94712773.08
22636,87955,3317,94727716.66
22637,87956,3317,94742660.25
22638,87957,3317,94757603.83
22639,87958,3317,94772547.41
22640,87959,3317,94787491
22641,87960,3317,94802434.58
22642,87961,3317,94817378.17
22643,87962,3317,94832321.75
22644,87963,3317,94847265.34
22645,87964,3317,94862208.92
22646,87965,3317,94877152.51
22647,87966,3317,94892096.09
22648,87967,3317,94907039.67
22649,87968,3317,94921983.26
22650,87969,3317,94936926.84
22651,87970,3317,94951870.43
22652,87971,3317,94966814.01
22653,87972,3317,94981757.6
22654,87973,3317,94996701.18
22655,87974,3317,95011644.77
22656,87975,3317,95026588.35
22657,87976,3317,95041531.93
22658,87977,3317,95056475.52
22659,87978,3317,95071419.1
22660,87979,3317,95086362.69
22661,87980,3317,95101306.27
22662,87981,3317,95116249.86
22663,87982,3317,95131193.44
22664,87983,3317,95146137.03
22665,87984,3317,95161080.61
22666,87985,3317,95176024.19
22667,87986,3317,95190967.78
22668,87987,3317,95205911.36
22669,87988,3317,95220854.95
22670,87989,3317,95235798.53
22671,87990,3317,95250742.12
22672,87991,3317,95265685.7
22673,87992,3317,95280629.29
22674,87993,3317,95295572.87
22675,87994,3317,95310516.45
22676,87995,3317,95325460.04
22677,87996,3317,95340403.62
22678,87997,3317,95355347.21
22679,87998,3317,95370290.79
22680,87999,3317,95385234.38
22681,88000,3317,95400177.96
22682,88001,3317,95415121.55
22683,88002,3317,95430065.13
22684,88003,3317,95445008.71
22685,88004,3317,95459952.3
22686,88005,3317,95474895.88
22687,88006,3317,95489839.47
22688,88007,3317,95504783.05
22689,88008,3317,95519726.64
22690,88009,3317,95534670.22
22691,88010,3317,95549613.81
22692,88011,3317,95564557.39
22693,88012,3317,95579500.97
22694,88013,3317,95594444.56
22695,88014,3317,95609388.14
22696,88015,3317,95624331.73
22697,88016,3317,95639275.31
22698,88017,3317,95654218.9
22699,88018,3317,95669162.48
22700,88019,3317,95684106.07
22701,88020,3317,95699049.65
22702,88021,3317,95713993.23
22703,88022,3317,95728936.82
22704,88023,3317,95743880.4
22705,88024,3317,95758823.99
22706,88025,3317,95773767.57
22707,88026,3317,95788711.16
22708,88027,3317,95803654.74
22709,88028,3317,95818598.33
22710,88029,3317,95833541.91
22711,88030,3317,95848485.49
22712,88031,3317,95863429.08
22713,88032,3317,95878372.66
22714,88033,3317,95893316.25
22715,88034,3317,95908259.83
22716,88035,3317,95923203.42
22717,88036,3317,95938147
22718,88037,3317,95953090.59
22719,88038,3317,95968034.17
22720,88039,3317,95982977.75
22721,88040,3317,95997921.34
22722,88041,3317,96012864.92
22723,88042,3317,96027808.51
22724,88043,3317,96042752.09
22725,88044,3317,96057695.68
22726,88045,3317,96072639.26
22727,88046,3317,96087582.85
22728,88047,3317,96102526.43
22729,88048,3317,96117470.01
22730,88049,3317,96132413.6
22731,88050,3317,96147357.18
22732,88051,3317,96162300.77
22733,88052,3317,96177244.35
22734,88053,3317,96192187.94
22735,88054,3317,96207131.52
22736,88055,3317,96222075.11
22737,88056,3317,96237018.69
22738,88057,3317,96251962.27
22739,88058,3317,96266905.86
22740,88059,3317,96281849.44
22741,88060,3317,96296793.03
22742,88061,3317,96311736.61
22743,88062,3317,96326680.2
22744,88063,3317,96341623.78
22745,88064,3317,96356567.37
22746,88065,3317,96371510.95
22747,88066,3317,96386454.54
22748,88067,3317,96401398.12
22749,88068,3317,96416341.7
22750,88069,3317,96431285.29
22751,88070,3317,96446228.87
22752,88071,3317,96461172.46
22753,88072,3317,96476116.04
22754,88073,3317,96491059.63
22755,88074,3317,96506003.21
22756,88075,3317,96520946.8
22757,88076,3317,96535890.38
22758,88077,3317,96550833.96
22759,88078,3317,96565777.55
22760,88079,3317,96580721.13
22761,88080,3317,96595664.72
22762,88081,3317,96610608.3
22763,88082,3317,96625551.89
22764,88083,3317,96640495.47
22765,88084,3317,96655439.06
22766,88085,3317,96670382.64
22767,88086,3317,96685326.22
22768,88087,3317,96700269.81
22769,88088,3317,96715213.39
22770,88089,3317,96730156.98
22771,88090,3317,96745100.56
22772,88091,3317,96760044.15
22773,88092,3317,96774987.73
22774,88093,3317,96789931.32
22775,88094,3317,96804874.9
22776,88095,3317,96819818.48
22777,88096,3317,96834762.07
22778,88097,3317,96849705.65
22779,88098,3317,96864649.24
22780,88099,3317,96879592.82
22781,88100,3317,96894536.41
22782,88101,3317,96909479.99
22783,88102,3317,96924423.58
22784,88103,3317,96939367.16
22785,88104,3317,96954310.74
22786,88105,3317,96969254.33
22787,88106,3317,96984197.91
22788,88107,3317,96999141.5
22789,88108,3317,97014085.08
22790,88109,3317,97029028.67
22791,88110,3317,97043972.25
22792,88111,3317,97058915.84
22793,88112,3317,97073859.42
22794,88113,3317,97088803
22795,88114,3317,97103746.59
22796,88115,3317,97118690.17
22797,88116,3317,97133633.76
22798,88117,3317,97148577.34
22799,88118,3317,97163520.93
22800,88119,3317,97178464.51
22801,88120,3317,97193408.1
22802,88121,3317,97208351.68
22803,88122,3317,97223295.26
22804,88123,3317,97238238.85
22805,88124,3317,97253182.43
22806,88125,3317,97268126.02
22807,88126,3317,97283069.6
